Using device: cuda
Scrambled cube:    DRR
   UUD
   LDB
BFFUFLULFDUL
ULDRFRBRFLBB
FDDRLFUFBRUL
   BBR
   BDR
   DLU

Scrambled cube: D U' D D' R D' F' D' R' L' F B' U R D B' U B' 
Solving...
Generation 1: Best Fitness = -10.652382850646973, Best Solution = U R D' R' R' B' R' B R' U' L' L' U L U D' L' R' F R U' L D' R 
Generation 126: Best Fitness = -9.118698120117188, Best Solution = D R' U F B' , Temperature = 7.8430599972195925
Generation 127: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 7.686198797275201
Generation 128: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 7.532474821329696
Generation 129: Best Fitness = -10.060603141784668, Best Solution = D R' U R' B' , Temperature = 7.381825324903103
Generation 130: Best Fitness = -9.326236724853516, Best Solution = D R' U , Temperature = 7.23418881840504
Generation 131: Best Fitness = -10.300347328186035, Best Solution = R' R' D U D U , Temperature = 7.089505042036939
Generation 132: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 6.9477149411962005
Generation 133: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 6.808760642372277
Generation 134: Best Fitness = -10.379387855529785, Best Solution = D R' U F R' B , Temperature = 6.672585429524831
Generation 135: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 6.539133720934334
Generation 136: Best Fitness = -9.326236724853516, Best Solution = D R' U , Temperature = 6.408351046515647
Generation 137: Best Fitness = -9.266969680786133, Best Solution = D R' U B U , Temperature = 6.280184025585334
Generation 138: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 6.154580345073628
Generation 139: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 6.031488738172155
Generation 140: Best Fitness = -9.326236724853516, Best Solution = D R' U , Temperature = 5.910858963408712
Generation 141: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 5.792641784140538
Generation 142: Best Fitness = -10.082469940185547, Best Solution = U D F R , Temperature = 5.676788948457727
Generation 143: Best Fitness = -9.994393348693848, Best Solution = D D L , Temperature = 5.563253169488572
Generation 144: Best Fitness = -9.326236724853516, Best Solution = D R' U , Temperature = 5.451988106098801
Generation 145: Best Fitness = -9.914830207824707, Best Solution = U D F B R B U' B , Temperature = 5.342948343976825
Generation 146: Best Fitness = -10.375251770019531, Best Solution = D F D U' R' B' , Temperature = 5.236089377097288
Generation 147: Best Fitness = -9.222564697265625, Best Solution = U' D U R' D , Temperature = 5.131367589555342
Generation 148: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 5.028740237764235
Generation 149: Best Fitness = -9.326236724853516, Best Solution = D R' U , Temperature = 4.92816543300895
Generation 150: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 4.829602124348772
Generation 151: Best Fitness = -9.222564697265625, Best Solution = D R' D , Temperature = 4.733010081861796
Generation 1: Best Fitness = -11.376494407653809, Best Solution = L' D' L R' F' R L' D' D' L R' L' U F B L F' R B U' B R L D' D' U D' B , Temperature = 98.0
Generation 2: Best Fitness = -11.04472827911377, Best Solution = L U' R' F U' B U R L B' U' F B' U' R' F' R L' F' D U D' , Temperature = 96.03999999999999
Generation 3: Best Fitness = -10.890972137451172, Best Solution = R D B B U R' B' U R' L B U' B' R' F , Temperature = 94.11919999999999
Generation 4: Best Fitness = -11.646985054016113, Best Solution = F' R' B F' R F' D' R' D' B' U B' L U F D' R L' , Temperature = 92.23681599999999
Generation 5: Best Fitness = -11.64855670928955, Best Solution = U L U B' L' D F' D' B' R' F L B' F' D' B B F B' , Temperature = 90.39207968
Generation 6: Best Fitness = -11.391972541809082, Best Solution = F' U' B U B' R' U R' B R' L B F U U L' D L' U' R' B D' R , Temperature = 88.58423808639999
Generation 7: Best Fitness = -10.293791770935059, Best Solution = U' B D' U' L' F' R' F' D R' U' R R F B L U' F' D' , Temperature = 86.812553324672
Generation 8: Best Fitness = -10.957343101501465, Best Solution = D' L' U' D' U F' B U D' F R' D R L' B' D' D' F' U' L R' L' U , Temperature = 85.07630225817856
Generation 9: Best Fitness = -10.857991218566895, Best Solution = D' F D F U' R' B F B' D' L D' B' F D' L' B' D' F' , Temperature = 83.37477621301498
Generation 10: Best Fitness = -11.294665336608887, Best Solution = R R B' U' R' D' U' F' U' L U' B U' R' F D , Temperature = 81.70728068875468
Generation 11: Best Fitness = -9.747814178466797, Best Solution = U' R' U D' R L' U R D L B' F' R' R' D B U' B' U F' L R' , Temperature = 80.07313507497959
Generation 12: Best Fitness = -10.971358299255371, Best Solution = U' R' U L F' D U' L L B' D' D' R' U F' , Temperature = 78.47167237347999
Generation 13: Best Fitness = -11.524572372436523, Best Solution = L U' R F' R' L U D U' F U R' R' B' , Temperature = 76.90223892601038
Generation 14: Best Fitness = -11.378496170043945, Best Solution = R R F B U L' L' F R U D' F D' L R F' U R' D U D , Temperature = 75.36419414749018
Generation 15: Best Fitness = -10.785664558410645, Best Solution = U L U L' D F R' U' F R' F' L R' , Temperature = 73.85691026454037
Generation 16: Best Fitness = -11.639866828918457, Best Solution = L' B' L' U' R L' R U' R' F' U' F' L R D U' R R B R' U' D' U U L D U' B F R D' U' F' , Temperature = 72.37977205924956
Generation 17: Best Fitness = -11.084266662597656, Best Solution = B' U F R R F' U' , Temperature = 70.93217661806457
Generation 18: Best Fitness = -11.055109977722168, Best Solution = R U' B U' F R' D U' R' L' B B F L U' D R' D L' U , Temperature = 69.51353308570329
Generation 19: Best Fitness = -10.935588836669922, Best Solution = U B F' L U R D' L' B' U L U U F' L B , Temperature = 68.12326242398922
Generation 20: Best Fitness = -11.181323051452637, Best Solution = F' L' U D' R' U' D' R' U L' , Temperature = 66.76079717550944
Generation 21: Best Fitness = -11.140534400939941, Best Solution = F B F B U L' R' R' U' D' R' F' B U L' R' B D' , Temperature = 65.42558123199925
Generation 22: Best Fitness = -11.509282112121582, Best Solution = F L B U' D' U F' L U B , Temperature = 64.11706960735926
Generation 23: Best Fitness = -10.922134399414062, Best Solution = D' F' R D' U' U' R' F U L' D F U' D F' L' U' B' R D U , Temperature = 62.83472821521207
Generation 24: Best Fitness = -11.217947006225586, Best Solution = L U U R U' R' B B L B F D' , Temperature = 61.57803365090783
Generation 25: Best Fitness = -11.365160942077637, Best Solution = D' D' L' L' D' U' D' U' F' L U R D' B' R' U R' D' , Temperature = 60.34647297788967
Generation 26: Best Fitness = -11.12911605834961, Best Solution = L' U' F' F' L' F' B' D' R L' L' B L D' U' B U' L' B L D' U , Temperature = 59.13954351833188
Generation 27: Best Fitness = -10.757694244384766, Best Solution = F' U' R R L R , Temperature = 57.95675264796524
Generation 28: Best Fitness = -11.041268348693848, Best Solution = L R' U R U B' B' U' R' L U' L R L L R' , Temperature = 56.79761759500593
Generation 29: Best Fitness = -10.64193058013916, Best Solution = B R L' R F' D U B L , Temperature = 55.66166524310581
Generation 30: Best Fitness = -10.627543449401855, Best Solution = F B F L F D' B R' U D U L R , Temperature = 54.54843193824369
Generation 31: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 53.45746329947881
Generation 32: Best Fitness = -10.85649299621582, Best Solution = F' D D F' R' B F U' L' , Temperature = 52.38831403348923
Generation 33: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 51.34054775281945
Generation 34: Best Fitness = -10.448208808898926, Best Solution = B F' L L U' R , Temperature = 50.313736797763056
Generation 35: Best Fitness = -11.320710182189941, Best Solution = F D L' R' U' R D' R U' D L U' R F , Temperature = 49.3074620618078
Generation 36: Best Fitness = -10.226129531860352, Best Solution = U U B' R D' F B L , Temperature = 48.32131282057164
Generation 37: Best Fitness = -11.019042015075684, Best Solution = B F' U' R L' B' F B F R L' R' L , Temperature = 47.35488656416021
Generation 38: Best Fitness = -11.07807445526123, Best Solution = B F' U' L' R D' , Temperature = 46.407788832877
Generation 39: Best Fitness = -11.316361427307129, Best Solution = D' B' L B' D' U U D B' R U U L R' L U' L' , Temperature = 45.47963305621946
Generation 40: Best Fitness = -11.133702278137207, Best Solution = B F' R L' U' L' B' U F , Temperature = 44.57004039509507
Generation 41: Best Fitness = -11.212447166442871, Best Solution = B' L B L' B R' U' R L' B R R D' R D' L , Temperature = 43.67863958719317
Generation 42: Best Fitness = -10.757694244384766, Best Solution = F' U' L R' , Temperature = 42.80506679544931
Generation 43: Best Fitness = -11.158110618591309, Best Solution = L' B R F' U' D B' U' L U L' F' B' U' R , Temperature = 41.94896545954032
Generation 44: Best Fitness = -11.514571189880371, Best Solution = F' U' , Temperature = 41.10998615034951
Generation 45: Best Fitness = -10.630961418151855, Best Solution = F' B' D B D F R' L' D' , Temperature = 40.287786427342525
Generation 46: Best Fitness = -10.443939208984375, Best Solution = B L' R L' R R F U D' F L , Temperature = 39.482030698795676
Generation 47: Best Fitness = -11.008441925048828, Best Solution = B' F' U U L R' F' F' U' , Temperature = 38.69239008481976
Generation 48: Best Fitness = -11.514571189880371, Best Solution = F' U' , Temperature = 37.918542283123365
Generation 49: Best Fitness = -11.298314094543457, Best Solution = B U' L' R B' L' D' F U B' U B' R B L' B' F' U U , Temperature = 37.160171437460896
Generation 50: Best Fitness = -11.029126167297363, Best Solution = F' D' U' L U' B' D' D' B' , Temperature = 36.41696800871168
Generation 51: Best Fitness = -10.550860404968262, Best Solution = F' U D R L' D' L' F' R' D' L' D' B' , Temperature = 35.688628648537446
Generation 52: Best Fitness = -11.441153526306152, Best Solution = F' L F U' , Temperature = 34.9748560755667
Generation 53: Best Fitness = -10.809693336486816, Best Solution = F U U D L R' B U' R L' D B' D' F' , Temperature = 34.27535895405536
Generation 54: Best Fitness = -11.41913890838623, Best Solution = F' U' L R' L U' , Temperature = 33.58985177497426
Generation 55: Best Fitness = -11.136996269226074, Best Solution = B F' L' F' D , Temperature = 32.91805473947477
Generation 56: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 32.25969364468527
Generation 57: Best Fitness = -11.336565971374512, Best Solution = F' U' U' D B' F' L' L' B , Temperature = 31.614499771791564
Generation 58: Best Fitness = -11.148128509521484, Best Solution = F' U' L' L' , Temperature = 30.98220977635573
Generation 59: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 30.362565580828615
Generation 60: Best Fitness = -10.44179630279541, Best Solution = B' L' L' U' B' F' B' R , Temperature = 29.755314269212043
Generation 61: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 29.160207983827803
Generation 62: Best Fitness = -11.514571189880371, Best Solution = F' U' , Temperature = 28.577003824151248
Generation 63: Best Fitness = -10.757694244384766, Best Solution = F' U' L R' , Temperature = 28.005463747668223
Generation 64: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 27.445354472714858
Generation 65: Best Fitness = -11.193497657775879, Best Solution = U' D R' F , Temperature = 26.89644738326056
Generation 66: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 26.35851843559535
Generation 67: Best Fitness = -11.35983657836914, Best Solution = D D B' B' U U D' F' R , Temperature = 25.831348066883443
Generation 68: Best Fitness = -10.835982322692871, Best Solution = F' U L' D U L R L L R' D' , Temperature = 25.314721105545775
Generation 69: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 24.80842668343486
Generation 70: Best Fitness = -11.415789604187012, Best Solution = L' F' D B' , Temperature = 24.312258149766162
Generation 71: Best Fitness = -11.148128509521484, Best Solution = F' U' L L , Temperature = 23.826012986770838
Generation 72: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 23.349492727035422
Generation 73: Best Fitness = -10.789393424987793, Best Solution = D L D B' U U F' R' U' D D U' D' B' , Temperature = 22.88250287249471
Generation 74: Best Fitness = -11.514571189880371, Best Solution = F' U' , Temperature = 22.42485281504482
Generation 75: Best Fitness = -11.230124473571777, Best Solution = L U' U' R' D U' D U' R' , Temperature = 21.97635575874392
Generation 76: Best Fitness = -11.393549919128418, Best Solution = B R L L D' , Temperature = 21.53682864356904
Generation 77: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 21.10609207069766
Generation 78: Best Fitness = -9.920191764831543, Best Solution = U' R L D' B' R F' D' , Temperature = 20.683970229283705
Generation 79: Best Fitness = -10.89779281616211, Best Solution = B L' F' F' D B' , Temperature = 20.27029082469803
Generation 80: Best Fitness = -10.475323677062988, Best Solution = B F' U' R D' L B' , Temperature = 19.86488500820407
Generation 81: Best Fitness = -11.193497657775879, Best Solution = U' D R' F , Temperature = 19.467587308039988
Generation 82: Best Fitness = -11.245285987854004, Best Solution = D U' L U , Temperature = 19.07823556187919
Generation 83: Best Fitness = -11.554671287536621, Best Solution = U' D R' , Temperature = 18.696670850641606
Generation 84: Best Fitness = -11.085965156555176, Best Solution = B' D B' D R' L' , Temperature = 18.322737433628774
Generation 85: Best Fitness = -11.092388153076172, Best Solution = F' D U' B' U' D , Temperature = 17.956282684956197
Generation 86: Best Fitness = -10.757694244384766, Best Solution = B' F' B U' L R' , Temperature = 17.597157031257073
Generation 87: Best Fitness = -10.860193252563477, Best Solution = F' U' L D , Temperature = 17.24521389063193
Generation 88: Best Fitness = -11.3245849609375, Best Solution = U' D L' U B' , Temperature = 16.900309612819292
Generation 89: Best Fitness = -11.129161834716797, Best Solution = B' R D' F R' B' B' F' L , Temperature = 16.562303420562905
Generation 90: Best Fitness = -10.757694244384766, Best Solution = F' U' L R' , Temperature = 16.231057352151648
Generation 91: Best Fitness = -10.757694244384766, Best Solution = F' U' R' L , Temperature = 15.906436205108616
Generation 92: Best Fitness = -10.907096862792969, Best Solution = F D' U' F' L' L' B' R U' U' , Temperature = 15.588307481006444
Generation 93: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 15.276541331386316
Generation 94: Best Fitness = -10.768555641174316, Best Solution = U' D R' U' B' , Temperature = 14.971010504758588
Generation 95: Best Fitness = -11.193497657775879, Best Solution = U' D R' F , Temperature = 14.671590294663416
Generation 96: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 14.378158488770147
Generation 97: Best Fitness = -11.514336585998535, Best Solution = B F' D F' B' , Temperature = 14.090595318994744
Generation 98: Best Fitness = -11.120949745178223, Best Solution = B L' D F' F' B' F' , Temperature = 13.808783412614849
Generation 99: Best Fitness = -10.452603340148926, Best Solution = F' L' B' F' R' B' D' F D' B' , Temperature = 13.532607744362553
Generation 100: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 13.261955589475301
Generation 101: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 12.996716477685794
Generation 102: Best Fitness = -11.419966697692871, Best Solution = U' L' L' D D , Temperature = 12.736782148132079
Generation 103: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 12.482046505169437
Generation 104: Best Fitness = -11.120949745178223, Best Solution = B L' D F B' , Temperature = 12.232405575066048
Generation 105: Best Fitness = -11.514571189880371, Best Solution = F' U' , Temperature = 11.987757463564726
Generation 106: Best Fitness = -11.101944923400879, Best Solution = F' B U L F U' F' , Temperature = 11.748002314293432
Generation 107: Best Fitness = -11.378308296203613, Best Solution = U' B' L' R B' U' F' B' R , Temperature = 11.513042268007563
Generation 108: Best Fitness = -11.134211540222168, Best Solution = D B' L' F' R' D' R' L B' , Temperature = 11.282781422647412
Generation 109: Best Fitness = -10.860193252563477, Best Solution = F' U' L D , Temperature = 11.057125794194464
Generation 110: Best Fitness = -10.866677284240723, Best Solution = F' D' F' B' D B B , Temperature = 10.835983278310575
Generation 111: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 10.619263612744364
Generation 112: Best Fitness = -11.233826637268066, Best Solution = F D' U' L' F' R' , Temperature = 10.406878340489476
Generation 113: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 10.198740773679686
Generation 114: Best Fitness = -10.890945434570312, Best Solution = U' D U' L' D R D' L R' F' , Temperature = 9.994765958206093
Generation 115: Best Fitness = -11.327237129211426, Best Solution = U' U' R L' U F L' B , Temperature = 9.79487063904197
Generation 116: Best Fitness = -10.634734153747559, Best Solution = L U' U' D' F' R L' R' , Temperature = 9.598973226261132
Generation 117: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 9.406993761735908
Generation 118: Best Fitness = -10.283191680908203, Best Solution = F' U' L' , Temperature = 9.21885388650119
Generation 119: Best Fitness = -11.193497657775879, Best Solution = D U' R' F , Temperature = 9.034476808771165
Generation 120: Best Fitness = -10.85103702545166, Best Solution = D F' F' D' L' R U' B F L' D L U' , Temperature = 8.853787272595742
Generation 121: Best Fitness = -11.489570617675781, Best Solution = B R' L' D' R D , Temperature = 8.676711527143826
Generation 122: Best Fitness = -11.452476501464844, Best Solution = D U' R' D' , Temperature = 8.50317729660095
Generation 123: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 8.33311375066893
Generation 124: Best Fitness = -11.132283210754395, Best Solution = F' U' R' , Temperature = 8.166451475655553
Generation 1: Best Fitness = -11.335237503051758, Best Solution = D' L' D' U D F' D L R F' L' U F' D B R' F R U B' B' D' F' B' R' L' U B , Temperature = 95.0
Generation 2: Best Fitness = -10.659647941589355, Best Solution = L R' U U L' D B D' F' U' R' L' F' U D R D B U R' U' D' F R , Temperature = 90.25
Generation 3: Best Fitness = -11.331304550170898, Best Solution = B D U' U' F R D U' L U B L D' R U R B' L' U' R' L' D U' L' , Temperature = 85.7375
Generation 4: Best Fitness = -11.05984115600586, Best Solution = B' L D' U' L R' L U D' L' U B' R' R' F' F' L' R L' R F L' D , Temperature = 81.45062499999999
Generation 5: Best Fitness = -10.989757537841797, Best Solution = F R B F R R B U' R' F R R , Temperature = 77.37809374999999
Generation 6: Best Fitness = -10.927599906921387, Best Solution = F L F' U R' L B' F' D B U U B F' R' L' F D B' D L' R , Temperature = 73.50918906249998
Generation 7: Best Fitness = -10.97218132019043, Best Solution = F' L' B R' B U R U' R D R' F U D' L B F F D L' U' B D R' L B' R' F D B , Temperature = 69.83372960937498
Generation 8: Best Fitness = -11.085732460021973, Best Solution = B' D' , Temperature = 66.34204312890623
Generation 9: Best Fitness = -10.931974411010742, Best Solution = L F' L' R D F' R' U D' L L U' L L D L B' D L L F B F , Temperature = 63.02494097246091
Generation 10: Best Fitness = -10.379793167114258, Best Solution = R L' D' U' F' , Temperature = 59.87369392383786
Generation 11: Best Fitness = -11.17474365234375, Best Solution = B' U F' D' F' L L B F' R B F' U' D L' R' , Temperature = 56.880009227645964
Generation 12: Best Fitness = -11.011820793151855, Best Solution = L U B' D B U' L' L' B F D R' L D , Temperature = 54.03600876626366
Generation 13: Best Fitness = -10.489302635192871, Best Solution = L D L F' R U L' R' D' B L' L' R' F R U D' B R U L B' D' F' L R' L' R B U' , Temperature = 51.33420832795048
Generation 14: Best Fitness = -10.896042823791504, Best Solution = F' L' R' D' R' F R' B' F' D D U' , Temperature = 48.76749791155295
Generation 15: Best Fitness = -10.29251766204834, Best Solution = F' L D L F' B' , Temperature = 46.3291230159753
Generation 16: Best Fitness = -10.239680290222168, Best Solution = D L L F' R' U L' R' F' L D R D D F U' , Temperature = 44.012666865176534
Generation 17: Best Fitness = -10.551338195800781, Best Solution = R L' D' U' F' D , Temperature = 41.812033521917705
Generation 18: Best Fitness = -9.544808387756348, Best Solution = R R D' U R' U' , Temperature = 39.72143184582182
Generation 19: Best Fitness = -10.75009822845459, Best Solution = F' B' F' F' , Temperature = 37.73536025353073
Generation 20: Best Fitness = -10.861369132995605, Best Solution = B' R U F' , Temperature = 35.84859224085419
Generation 21: Best Fitness = -10.15027904510498, Best Solution = B' F L U' , Temperature = 34.05616262881148
Generation 22: Best Fitness = -10.471941947937012, Best Solution = B' F' U' F D R' , Temperature = 32.3533544973709
Generation 23: Best Fitness = -10.788065910339355, Best Solution = F' F' , Temperature = 30.735686772502355
Generation 24: Best Fitness = -10.75009822845459, Best Solution = B' F , Temperature = 29.198902433877237
Generation 25: Best Fitness = -10.69149112701416, Best Solution = F B' L D' , Temperature = 27.738957312183373
Generation 26: Best Fitness = -9.998068809509277, Best Solution = F F U' R' D L' F , Temperature = 26.352009446574204
Generation 27: Best Fitness = -10.577441215515137, Best Solution = F' D U F' F' , Temperature = 25.034408974245494
Generation 28: Best Fitness = -10.492512702941895, Best Solution = U D' B' L L , Temperature = 23.782688525533217
Generation 29: Best Fitness = -10.471941947937012, Best Solution = B' F' U' F D L R' L' , Temperature = 22.593554099256554
Generation 30: Best Fitness = -10.305849075317383, Best Solution = F B' L , Temperature = 21.463876394293724
Generation 31: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 20.390682574579035
Generation 32: Best Fitness = -10.271553993225098, Best Solution = B' F L D U' , Temperature = 19.371148445850082
Generation 33: Best Fitness = -10.566071510314941, Best Solution = B' F D F U B L' , Temperature = 18.402591023557576
Generation 34: Best Fitness = -9.08531665802002, Best Solution = F' D L' F U F R , Temperature = 17.482461472379697
Generation 35: Best Fitness = -9.985600471496582, Best Solution = F D R R B , Temperature = 16.60833839876071
Generation 36: Best Fitness = -10.185643196105957, Best Solution = R' U D' B U' F L R' , Temperature = 15.777921478822675
Generation 37: Best Fitness = -10.150654792785645, Best Solution = U R L' B' U U D' , Temperature = 14.98902540488154
Generation 38: Best Fitness = -10.610075950622559, Best Solution = R F U F B' U' , Temperature = 14.239574134637461
Generation 39: Best Fitness = -9.820538520812988, Best Solution = F B' D U' R' , Temperature = 13.527595427905588
Generation 40: Best Fitness = -10.529370307922363, Best Solution = B' F F L , Temperature = 12.851215656510307
Generation 41: Best Fitness = -10.305849075317383, Best Solution = F B' L , Temperature = 12.208654873684791
Generation 42: Best Fitness = -10.286967277526855, Best Solution = B' F U , Temperature = 11.59822213000055
Generation 43: Best Fitness = -10.286967277526855, Best Solution = B' F U , Temperature = 11.018311023500523
Generation 44: Best Fitness = -10.286967277526855, Best Solution = B' F U , Temperature = 10.467395472325496
Generation 45: Best Fitness = -10.231602668762207, Best Solution = R L' D' U' , Temperature = 9.94402569870922
Generation 46: Best Fitness = -10.656412124633789, Best Solution = R' B' R F D L F L , Temperature = 9.44682441377376
Generation 47: Best Fitness = -10.42349910736084, Best Solution = U B' F L , Temperature = 8.97448319308507
Generation 48: Best Fitness = -10.173846244812012, Best Solution = B' U' D R R B' , Temperature = 8.525759033430816
Generation 49: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 8.099471081759274
Generation 50: Best Fitness = -10.67156982421875, Best Solution = B' F' F' R' , Temperature = 7.69449752767131
Generation 51: Best Fitness = -10.286967277526855, Best Solution = B' F U , Temperature = 7.309772651287744
Generation 52: Best Fitness = -10.305849075317383, Best Solution = B' F L , Temperature = 6.944284018723357
Generation 53: Best Fitness = -10.305849075317383, Best Solution = B' F L , Temperature = 6.5970698177871885
Generation 54: Best Fitness = -10.305849075317383, Best Solution = B' F L , Temperature = 6.267216326897829
Generation 55: Best Fitness = -10.231602668762207, Best Solution = R L' U' D' , Temperature = 5.953855510552938
Generation 56: Best Fitness = -10.15027904510498, Best Solution = B' F L U' , Temperature = 5.6561627350252905
Generation 57: Best Fitness = -10.14661979675293, Best Solution = F' B' F' D U' , Temperature = 5.373354598274026
Generation 58: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 5.104686868360324
Generation 59: Best Fitness = -9.820538520812988, Best Solution = B' F U' D R' , Temperature = 4.849452524942308
Generation 60: Best Fitness = -9.685324668884277, Best Solution = F B' D B' F , Temperature = 4.606979898695192
Generation 61: Best Fitness = -9.685324668884277, Best Solution = B' F D B' F , Temperature = 4.376630903760432
Generation 62: Best Fitness = -10.117522239685059, Best Solution = F B' L B R B L , Temperature = 4.157799358572411
Generation 63: Best Fitness = -10.15027904510498, Best Solution = F B' L U' , Temperature = 3.94990939064379
Generation 64: Best Fitness = -10.15027904510498, Best Solution = F B' L U' , Temperature = 3.7524139211116005
Generation 65: Best Fitness = -9.430682182312012, Best Solution = L' D' F B B D' U , Temperature = 3.5647932250560204
Generation 66: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 3.3865535638032194
Generation 67: Best Fitness = -10.228272438049316, Best Solution = F' B' R L , Temperature = 3.2172258856130584
Generation 68: Best Fitness = -10.286967277526855, Best Solution = B' F U , Temperature = 3.0563645913324056
Generation 69: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 2.9035463617657853
Generation 70: Best Fitness = -10.229602813720703, Best Solution = B' D' F D B' , Temperature = 2.758369043677496
Generation 71: Best Fitness = -10.007253646850586, Best Solution = B' F F L U , Temperature = 2.620450591493621
Generation 72: Best Fitness = -10.007253646850586, Best Solution = B' F' F' L U , Temperature = 2.48942806191894
Generation 73: Best Fitness = -10.305849075317383, Best Solution = F B' L , Temperature = 2.364956658822993
Generation 74: Best Fitness = -10.170208930969238, Best Solution = F B' D F U' L , Temperature = 2.2467088258818433
Generation 75: Best Fitness = -10.228272438049316, Best Solution = F' B' R L , Temperature = 2.134373384587751
Generation 76: Best Fitness = -10.174755096435547, Best Solution = F B' L L , Temperature = 2.0276547153583633
Generation 77: Best Fitness = -10.228272438049316, Best Solution = B' F' R L , Temperature = 1.926271979590445
Generation 78: Best Fitness = -10.228272438049316, Best Solution = B' F' R L , Temperature = 1.8299583806109228
Generation 79: Best Fitness = -9.71555233001709, Best Solution = R F B' D' F , Temperature = 1.7384604615803765
Generation 80: Best Fitness = -9.685324668884277, Best Solution = F B' D F B' , Temperature = 1.6515374385013575
Generation 81: Best Fitness = -9.685324668884277, Best Solution = F B' D F B' , Temperature = 1.5689605665762896
Generation 82: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 1.490512538247475
Generation 83: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 1.4159869113351014
Generation 84: Best Fitness = -10.174755096435547, Best Solution = B' F L' L' , Temperature = 1.3451875657683463
Generation 85: Best Fitness = -9.820538520812988, Best Solution = B' F D U' R' , Temperature = 1.2779281874799289
Generation 86: Best Fitness = -10.174755096435547, Best Solution = B' F L L , Temperature = 1.2140317781059324
Generation 87: Best Fitness = -10.231602668762207, Best Solution = R L' D' U' , Temperature = 1.1533301892006358
Generation 88: Best Fitness = -10.115089416503906, Best Solution = B' F D F F , Temperature = 1.0956636797406039
Generation 89: Best Fitness = -10.118342399597168, Best Solution = B' R U L B , Temperature = 1.0408804957535736
Generation 90: Best Fitness = -10.15027904510498, Best Solution = B' F L U' , Temperature = 0.9888364709658948
Generation 91: Best Fitness = -10.017807006835938, Best Solution = B' L B' B' R' F D , Temperature = 0.9393946474176
Generation 92: Best Fitness = -10.007253646850586, Best Solution = F F B' L U , Temperature = 0.89242491504672
Generation 93: Best Fitness = -10.15027904510498, Best Solution = B' F L U' , Temperature = 0.8478036692943839
Generation 94: Best Fitness = -10.007253646850586, Best Solution = F B' F L U , Temperature = 0.8054134858296647
Generation 95: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 0.7651428115381814
Generation 96: Best Fitness = -10.286967277526855, Best Solution = F B' U , Temperature = 0.7268856709612723
Generation 97: Best Fitness = -10.007253646850586, Best Solution = F B' F L U , Temperature = 0.6905413874132087
Generation 98: Best Fitness = -9.685324668884277, Best Solution = F B' D F B' , Temperature = 0.6560143180425483
Generation 99: Best Fitness = -9.685324668884277, Best Solution = F B' D F B' , Temperature = 0.6232136021404209
Generation 100: Best Fitness = -10.115089416503906, Best Solution = F B' D F F , Temperature = 0.5920529220333998
Generation 101: Best Fitness = -9.685324668884277, Best Solution = F B' D B' F , Temperature = 0.5624502759317298
Generation 102: Best Fitness = -9.685324668884277, Best Solution = F B' D B' F , Temperature = 0.5343277621351433
Generation 103: Best Fitness = -9.685324668884277, Best Solution = F B' D B' F , Temperature = 0.5076113740283862
